[GIN] 2026/03/25 - 01:26:31 | 200 |    1.072859ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:26:31 | 200 |     781.849µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:26:39 | 204 |       7.174µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:26:39 | 204 |       7.965µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:26:39 | 200 |    1.152631ms |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:26:39 | 200 |     525.815µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:27:12 | 204 |       9.669µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:27:12 | 200 |   61.623415ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:27:12 | 204 |       8.096µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:27:12 | 204 |      16.722µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:27:12 | 204 |      28.765µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:27:12 | 204 |       10.37µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:27:12 | 204 |       7.694µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:27:12 | 204 |       9.437µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:27:12 | 200 |    1.318724ms |             ::1 | GET      "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:27:12 | 200 |     997.247µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:27:12 | 200 |    3.042577ms |             ::1 | GET      "/api/coordinator/users/pending"

2026/03/25 01:27:12 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
[0m[33m[0.924ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
[GIN] 2026/03/25 - 01:27:12 | 200 |    9.687548ms |             ::1 | GET      "/api/coordinator/students"
[GIN] 2026/03/25 - 01:27:12 | 200 |   19.070269ms |             ::1 | GET      "/api/notifications/"

2026/03/25 01:27:12 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
[0m[33m[0.775ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
